id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
258570164,.9403,English,qualified,48,Master’s degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Republicans,Republicans,Democrats,Neither,Republicans,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,30-49,"No, I am not willing to be interviewed"
258570165,.8732,English,qualified,63,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Homemaker,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Both,Both,Both,Neither,Would not vote,Less likely to vote for the Democratic candidate in that election,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
258570166,.7101,English,qualified,63,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,NorthEast,Rented for cash,New York,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,Not so important,Very important,Very important,Neither,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"No, I am not willing to be interviewed"
258570167,.5931,English,qualified,85,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Democrats,Both,Democrats,Both,Democrats,Neither,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
258570168,.8346,English,qualified,52,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Democrats,Neither,Democrats,Democrats,Both,Democrats,Democrats,Democrats,Both,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,An Independent,50-64,"No, I am not willing to be interviewed"
258570169,1.0372,English,qualified,79,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Republicans,Neither,Neither,Republicans,Republicans,Neither,Neither,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
258570170,.7714,English,qualified,61,Bachelor’s degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",2,"$50,000 to $74,999",Separated,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Not so important,Not so important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,An Independent,50-64,"No, I am not willing to be interviewed"
258570171,.6505,English,qualified,76,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Alabama,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Both,Both,Both,Both,Both,Both,Democrats,Democrats,Both,Both,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Democrat,65+,"Yes, I am willing to be interviewed"
258570172,.808,English,qualified,64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not important at all,Very important,Very important,Not so important,Not so important,Not so important,Not so important,Somewhat important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Neither,Neither,Neither,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,A Republican,50-64,"Yes, I am willing to be interviewed"
258570173,.5433,English,qualified,81,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Maryland,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Both,Both,Democrats,Both,Democrats,Democrats,Democrats,Both,Both,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,Jewish, ,A Democrat,65+,"Yes, I am willing to be interviewed"
258570174,.7054,English,qualified,62,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Self-employed,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
258570175,1.5859,English,qualified,25,Some college or Associate degree,Some college,Male,Hispanic,4,"$75,000 to $99,999",Never married,Non-Metro,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,Not so important,Somewhat important,Not so important,Republicans,Republicans,Democrats,Neither,Democrats,Democrats,Republicans,Neither,Neither,Democrats,Democrats,More likely to vote for the Republican candidate in that election,Would make no difference in your vote,Catholic,No,An Independent,18-29,"No, I am not willing to be interviewed"
258570176,.9237,English,qualified,33,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Somewhat important,Not so important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
